POS(x)	x	P_MLE(x|POS(x))	P_Laplace(x|POS(x))	P_MLE(POS(x)|x)	P_Laplace(x|POS(x))
CD	0.4	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
NNP	Goodman	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNS	stockholders	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNS	ties	0.003341687552213868	0.004022526146419952	1.0	0.0010829542993285683
RB	greatly	0.0017730496453900709	0.003278688524590164	1.0	0.00043346337234503684
CC	either	0.002288329519450801	0.004140786749482402	0.5	0.0004333694474539545
NN	theory	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
IN	per	0.0015060240963855422	0.001962708537782139	1.0	0.0008665511265164644
JJ	unrecognizable	0.0016168148746968471	0.002338269680436477	1.0	0.0006500541711809318
NNP	Marder	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
VBZ	gauges	0.002183406113537118	0.003968253968253968	1.0	0.00043346337234503684
VBG	amending	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
NN	traitor	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNP	Czechoslovakia	0.001999000499750125	0.002442598925256473	1.0	0.0010829542993285683
NNS	contributions	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
VBN	boosted	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
NN	trademark	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	focus	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
JJ	assistant	0.0008084074373484236	0.001558846453624318	0.5	0.0004333694474539545
VBN	concerned	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
JJ	free	0.0032336297493936943	0.003897116134060795	1.0	0.0010829542993285683
NNS	attempts	0.000835421888053467	0.0016090104585679806	0.5	0.0004333694474539545
NN	adult	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
CD	10	0.003669724770642202	0.005076142131979695	1.0	0.0006500541711809318
NNS	partisans	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NN	computer	0.0015785319652722968	0.001937984496124031	1.0	0.0010829542993285683
NN	reinvestment	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	consultant	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VBZ	runs	0.002183406113537118	0.003968253968253968	1.0	0.00043346337234503684
NNP	Financial	0.0004997501249375312	0.0009770395701025891	0.5	0.0004333694474539545
JJ	botched	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	modern-day	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NN	viewpoint	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNS	Plans	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
JJ	single	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
VBP	whistle	0.004	0.006756756756756757	1.0	0.00043346337234503684
JJ	final	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	curly	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	record	0.0008084074373484236	0.001558846453624318	0.25	0.00043318171973142733
NNS	credits	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
-NONE-	*T*-16	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
NNP	Courter	0.004997501249375313	0.00537371763556424	1.0	0.0023794073112697383
NNS	errors	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNP	Carlos	0.0014992503748125937	0.0019540791402051783	1.0	0.0008665511265164644
NNP	Nemeth	0.0009995002498750624	0.0014655593551538837	1.0	0.0006500541711809318
NNP	Campaign	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNP	Journal	0.001999000499750125	0.002442598925256473	1.0	0.0010829542993285683
CD	8.12	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
VBG	depending	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
NN	grant	0.0003946329913180742	0.0007751937984496124	0.5	0.0004333694474539545
PRP	us	0.01639344262295082	0.01699029126213592	1.0	0.0015154795410261962
VB	get	0.015418502202643172	0.016	1.0	0.0017316017316017316
FW	de	0.5	0.041666666666666664	1.0	0.00043346337234503684
JJ	recipient	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
CD	12	0.007339449541284404	0.008460236886632826	1.0	0.0010829542993285683
NNS	smokers	0.001670843776106934	0.002413515687851971	1.0	0.0006500541711809318
VBP	mention	0.004	0.006756756756756757	1.0	0.00043346337234503684
NNS	sports	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NN	line	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
JJ	if	0.0008084074373484236	0.001558846453624318	0.07692307692307693	0.00043233895373973193
NN	testing	0.0031570639305445935	0.0034883720930232558	1.0	0.0019476303830339753
VB	cheat	0.0022026431718061676	0.004	1.0	0.00043346337234503684
JJ	a	0.0016168148746968471	0.002338269680436477	0.005420054200542005	0.0006021678040947411
VBN	scattered	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
NN	strip	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VBP	talk	0.004	0.006756756756756757	0.3333333333333333	0.0004332755632582322
NNP	Hills	0.00399800099950025	0.004396678065461651	1.0	0.0019476303830339753
NNS	women	0.003341687552213868	0.004022526146419952	1.0	0.0010829542993285683
NN	survival	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VBG	following	0.007168458781362007	0.009230769230769232	1.0	0.0006500541711809318
NN	machine	0.0015785319652722968	0.001937984496124031	1.0	0.0010829542993285683
NN	plane	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VBN	placed	0.0024509803921568627	0.004405286343612335	0.5	0.0004333694474539545
JJ	solicitous	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	advanced	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
MD	can	0.09929078014184398	0.08021390374331551	1.0	0.003241841365895829
NNP	J.	0.0009995002498750624	0.0014655593551538837	1.0	0.0006500541711809318
NN	development	0.0015785319652722968	0.001937984496124031	1.0	0.0010829542993285683
CD	125	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
RB	Here	0.0035460992907801418	0.004918032786885246	1.0	0.0006500541711809318
VBN	painted	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
NNS	investors	0.014202172096908938	0.014481094127111826	1.0	0.0038876889848812094
RB	previously	0.008865248226950355	0.009836065573770493	1.0	0.00129926375054136
NNS	debentures	0.001670843776106934	0.002413515687851971	1.0	0.0006500541711809318
CD	550,000	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
-NONE-	*T*-5	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
NNP	World	0.00399800099950025	0.004396678065461651	1.0	0.0019476303830339753
POS	's	0.9120879120879121	0.7324561403508771	0.83	0.0346976937461043
VB	talk	0.0022026431718061676	0.004	0.3333333333333333	0.0004332755632582322
NNS	streets	0.002506265664160401	0.003218020917135961	1.0	0.0008665511265164644
NNS	securities	0.005012531328320802	0.0056315366049879325	1.0	0.0015154795410261962
NN	bonus	0.001973164956590371	0.002325581395348837	1.0	0.00129926375054136
VBN	received	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
NN	painting	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNP	Bankruptcy	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
VBD	alleged	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
JJ	several	0.004850444624090542	0.005455962587685113	1.0	0.0015154795410261962
VBD	tied	0.0014858841010401188	0.0027816411682892906	0.5	0.0004333694474539545
NNS	valuations	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
CD	1986	0.007339449541284404	0.008460236886632826	1.0	0.0010829542993285683
RB	ever	0.0035460992907801418	0.004918032786885246	1.0	0.0006500541711809318
NN	fledgling	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
CD	15	0.005504587155963303	0.00676818950930626	1.0	0.0008665511265164644
PRP	she	0.13387978142076504	0.12135922330097088	1.0	0.010725010725010725
JJ	distorted	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NNS	motives	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
VBN	written	0.004901960784313725	0.006607929515418502	1.0	0.0006500541711809318
NNP	Edison	0.008995502248875561	0.009281875915974597	1.0	0.004102785575469661
VBD	terminated	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
NNS	Documents	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NN	ceiling	0.0011838989739542227	0.0015503875968992248	1.0	0.0008665511265164644
VB	pose	0.0022026431718061676	0.004	1.0	0.00043346337234503684
VBG	appealing	0.007168458781362007	0.009230769230769232	1.0	0.0006500541711809318
JJ	52-week	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	academic	0.0016168148746968471	0.002338269680436477	1.0	0.0006500541711809318
NNP	Wild	0.0014992503748125937	0.0019540791402051783	1.0	0.0008665511265164644
NNS	yields	0.003341687552213868	0.004022526146419952	1.0	0.0010829542993285683
NNS	signboards	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNS	investments	0.002506265664160401	0.003218020917135961	1.0	0.0008665511265164644
VBP	show	0.012	0.013513513513513514	0.42857142857142855	0.0008658008658008658
JJ	intense	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
RB	out	0.0017730496453900709	0.003278688524590164	0.058823529411764705	0.00043196544276457883
CD	13	0.005504587155963303	0.00676818950930626	1.0	0.0008665511265164644
JJ	automotive	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
VBD	settled	0.0014858841010401188	0.0027816411682892906	0.5	0.0004333694474539545
CD	2,700	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
JJ	idiomatic	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
RP	about	0.016666666666666666	0.018867924528301886	0.020833333333333332	0.00042909246942716153
NN	voting	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
JJ	state-supervised	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
-NONE-	*-55	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
NNS	gains	0.001670843776106934	0.002413515687851971	1.0	0.0006500541711809318
VBN	come	0.0024509803921568627	0.004405286343612335	0.25	0.00043318171973142733
NNP	Ms.	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNP	Cray	0.01699150424787606	0.01709819247679531	1.0	0.007531740908112761
JJ	useful	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NNS	talks	0.001670843776106934	0.002413515687851971	0.5	0.000649772579597141
VB	cure	0.0022026431718061676	0.004	1.0	0.00043346337234503684
NNP	L.	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NN	landing	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
CD	1	0.007339449541284404	0.008460236886632826	1.0	0.0010829542993285683
NNP	Portugal	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNP	Co.	0.006496751624187906	0.006839276990718124	1.0	0.0030263726761781237
RB	badly	0.0017730496453900709	0.003278688524590164	1.0	0.00043346337234503684
PDT	half	0.3333333333333333	0.04081632653061224	0.2	0.00043308791684711995
NNP	Japanese	0.0004997501249375312	0.0009770395701025891	0.02702702702702703	0.00043010752688172043
NNS	forecasts	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
VBN	recorded	0.0024509803921568627	0.004405286343612335	0.5	0.0004333694474539545
NNS	categories	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
IN	during	0.0035140562248995983	0.003925417075564278	1.0	0.0017316017316017316
NN	kicker	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
VBN	scrambled	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
JJ	roughhewn	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
IN	worth	0.001004016064257028	0.0014720314033366045	0.6666666666666666	0.0006499133448873484
NN	high-technology	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
JJ	low	0.004042037186742118	0.004676539360872954	1.0	0.00129926375054136
NN	glory	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VBD	slid	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
NN	exchange	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	box	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
JJ	energetic	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NNP	II	0.00399800099950025	0.004396678065461651	1.0	0.0019476303830339753
CD	350,000	0.003669724770642202	0.005076142131979695	1.0	0.0006500541711809318
NN	homework	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VBN	prolonged	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
NNS	disputes	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNP	Vichy	0.0009995002498750624	0.0014655593551538837	1.0	0.0006500541711809318
JJ	internal	0.0032336297493936943	0.003897116134060795	1.0	0.0010829542993285683
JJ	inspirational	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NN	common	0.0003946329913180742	0.0007751937984496124	0.1111111111111111	0.00043271311120726956
VBG	arising	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
NN	equity	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
CD	236.79	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
NN	purchasing	0.0011838989739542227	0.0015503875968992248	0.5	0.0008659883091578263
VBP	expire	0.004	0.006756756756756757	0.5	0.0004333694474539545
NN	chief	0.0031570639305445935	0.0034883720930232558	0.7272727272727273	0.0019463667820069203
VBG	forcing	0.0035842293906810036	0.006153846153846154	0.5	0.0004333694474539545
NNS	places	0.001670843776106934	0.002413515687851971	1.0	0.0006500541711809318
NNP	Credit	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNS	receipts	0.001670843776106934	0.002413515687851971	1.0	0.0006500541711809318
VB	avoid	0.0022026431718061676	0.004	1.0	0.00043346337234503684
PDT	all	0.6666666666666666	0.061224489795918366	0.10526315789473684	0.0006476683937823834
VBD	increased	0.004457652303120356	0.005563282336578581	0.6	0.0008661758336942399
VBP	watch	0.008	0.010135135135135136	0.3333333333333333	0.0006494912318683698
VB	load	0.0022026431718061676	0.004	0.5	0.0004333694474539545
NNP	Squier	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NN	Evidence	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	lung	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
VBN	complained	0.0024509803921568627	0.004405286343612335	0.5	0.0004333694474539545
RB	So	0.0070921985815602835	0.00819672131147541	0.8	0.0010827197921178
NNP	Lehman	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNP	Dennis	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NNS	shares	0.007518796992481203	0.008045052292839904	1.0	0.0021635655560363477
-NONE-	*-15	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
NN	murder	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VB	glamorize	0.0022026431718061676	0.004	1.0	0.00043346337234503684
NNS	memories	0.001670843776106934	0.002413515687851971	1.0	0.0006500541711809318
NNS	economists	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
CD	450	0.003669724770642202	0.005076142131979695	1.0	0.0006500541711809318
NNS	Prosecutors	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNP	Deane	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
CD	38.3	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
NN	matter	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
NN	handling	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VBD	heard	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
NNS	negotiations	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NN	period	0.001973164956590371	0.002325581395348837	1.0	0.00129926375054136
VBN	offered	0.004901960784313725	0.006607929515418502	0.3333333333333333	0.0006494912318683698
NNP	Philippine	0.0004997501249375312	0.0009770395701025891	0.5	0.0004333694474539545
VBN	anticipated	0.0024509803921568627	0.004405286343612335	1.0	0.00043346337234503684
NN	inventiveness	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
-NONE-	*T*-42	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
NN	remorse	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NN	abortionist	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
VBZ	denies	0.002183406113537118	0.003968253968253968	1.0	0.00043346337234503684
RB	wide	0.0017730496453900709	0.003278688524590164	1.0	0.00043346337234503684
JJ	high-rise	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NN	word	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
NN	behest	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNS	consumers	0.003341687552213868	0.004022526146419952	1.0	0.0010829542993285683
NN	state	0.005919494869771113	0.006201550387596899	1.0	0.003457216940363008
VBD	paid	0.004457652303120356	0.005563282336578581	0.375	0.0008656135035706557
NN	lot	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
IN	since	0.005522088353413655	0.005888125613346418	1.0	0.0025951557093425604
RB	little	0.0017730496453900709	0.003278688524590164	0.25	0.00043318171973142733
NN	campaigning	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
JJ	cocky	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	simple	0.0016168148746968471	0.002338269680436477	1.0	0.0006500541711809318
NN	stress	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VB	ban	0.0022026431718061676	0.004	0.25	0.00043318171973142733
JJ	nutty	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	pressured	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
VBP	think	0.004	0.006756756756756757	1.0	0.00043346337234503684
-NONE-	*-39	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
VB	roll	0.0022026431718061676	0.004	1.0	0.00043346337234503684
NN	spokeswoman	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
JJ	student-test	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
CD	53	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
-NONE-	*T*-89	0.0007751937984496124	0.0014970059880239522	1.0	0.00043346337234503684
NN	lover	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VB	settle	0.0022026431718061676	0.004	0.5	0.0004333694474539545
NN	juggernaut	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
JJ	widespread	0.002425222312045271	0.003117692907248636	1.0	0.0008665511265164644
VBD	lauded	0.0014858841010401188	0.0027816411682892906	1.0	0.00043346337234503684
NNS	appeals	0.001670843776106934	0.002413515687851971	1.0	0.0006500541711809318
NN	hook	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
IN	By	0.0025100401606425703	0.002944062806673209	1.0	0.00129926375054136
NNP	Have	0.0009995002498750624	0.0014655593551538837	1.0	0.0006500541711809318
RB	partially	0.0017730496453900709	0.003278688524590164	1.0	0.00043346337234503684
VBZ	posts	0.002183406113537118	0.003968253968253968	1.0	0.00043346337234503684
JJ	chocolate	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NN	plant	0.004340962904498816	0.004651162790697674	1.0	0.0025951557093425604
NNP	Altair	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
IN	a	0.000502008032128514	0.0009813542688910696	0.0027100271002710027	0.0004014452027298274
VBZ	purrs	0.002183406113537118	0.003968253968253968	1.0	0.00043346337234503684
NN	arm	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
VBG	establishing	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
NNP	Sulaiman	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
RB	Prior	0.0017730496453900709	0.003278688524590164	1.0	0.00043346337234503684
VBG	reflecting	0.0035842293906810036	0.006153846153846154	1.0	0.00043346337234503684
JJ	modest	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
NN	survey	0.0023677979479084454	0.0027131782945736434	1.0	0.0015154795410261962
JJ	large	0.0016168148746968471	0.002338269680436477	1.0	0.0006500541711809318
VBZ	bans	0.002183406113537118	0.003968253968253968	1.0	0.00043346337234503684
NN	presence	0.0015785319652722968	0.001937984496124031	1.0	0.0010829542993285683
CD	1976	0.001834862385321101	0.00338409475465313	1.0	0.00043346337234503684
NN	disease	0.0007892659826361484	0.0011627906976744186	1.0	0.0006500541711809318
NNS	cheerleaders	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNS	systems	0.001670843776106934	0.002413515687851971	1.0	0.0006500541711809318
NNS	co-developers	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NN	amount	0.0011838989739542227	0.0015503875968992248	1.0	0.0008665511265164644
IN	against	0.000502008032128514	0.0009813542688910696	1.0	0.00043346337234503684
JJ	underprivileged	0.0008084074373484236	0.001558846453624318	1.0	0.00043346337234503684
JJ	residential	0.002425222312045271	0.003117692907248636	1.0	0.0008665511265164644
VBP	calculate	0.004	0.006756756756756757	1.0	0.00043346337234503684
NNS	fits	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
NNP	Information	0.0004997501249375312	0.0009770395701025891	1.0	0.00043346337234503684
NN	turf	0.0003946329913180742	0.0007751937984496124	1.0	0.00043346337234503684
NNS	rings	0.000835421888053467	0.0016090104585679806	1.0	0.00043346337234503684
