IN	NNP	0.1706827309236948
``	RB	0.06329113924050633
DT	-LRB-	0.0006045949214026602
NNS	-RRB-	0.000835421888053467
RP	NN	0.016666666666666666
,	RB	0.05939524838012959
,	WRB	0.0064794816414686825
JJS	CD	0.04878048780487805
TO	RBR	0.0049382716049382715
NNS	VBG	0.007518796992481203
,	MD	0.008639308855291577
WP	NNP	0.017857142857142856
:	NN	0.02586206896551724
JJ	-NONE-	0.016168148746968473
VBG	PRP	0.021505376344086023
TO	PRP$	0.019753086419753086
:	VBP	0.034482758620689655
<s>	IN	0.14
-NONE-	TO	0.175968992248062
,	VBG	0.019438444924406047
NNS	``	0.002506265664160401
CC	VBP	0.02288329519450801
JJS	.	0.04878048780487805
VBN	PRP$	0.014705882352941176
NNPS	NNP	0.18181818181818182
-NONE-	CD	0.0007751937984496124
<s>	VBZ	0.00125
NNP	:	0.0069965017491254375
:	VBN	0.008620689655172414
VBP	``	0.008
VBG	IN	0.10752688172043011
EX	VBZ	0.6
MD	VB	0.8794326241134752
DT	-NONE-	0.0018137847642079807
PRP$	$	0.011560693641618497
RP	''	0.016666666666666666
PRP	-NONE-	0.03551912568306011
NNS	PRP$	0.000835421888053467
NNS	WP$	0.000835421888053467
DT	VBZ	0.0048367593712212815
NNPS	``	0.045454545454545456
NNS	TO	0.02172096908939014
``	VBN	0.006329113924050633
CC	,	0.013729977116704805
DT	RBR	0.003022974607013301
NNS	NN	0.013366750208855471
WP	-NONE-	0.7857142857142857
JJ	PRP	0.0008084074373484236
PRP$	NN	0.44508670520231214
WRB	DT	0.2
IN	$	0.020080321285140562
RB	VBN	0.0673758865248227
DT	CC	0.0006045949214026602
JJ	VBN	0.004042037186742118
RB	VBZ	0.04964539007092199
VBZ	JJ	0.04148471615720524
WP	NN	0.017857142857142856
CC	IN	0.034324942791762014
MD	-NONE-	0.014184397163120567
RB	JJR	0.008865248226950355
-RRB-	</s>	0.125
NN	WRB	0.0015785319652722968
TO	CD	0.0345679012345679
VBP	NN	0.028
VB	.	0.015418502202643172
CC	PRP$	0.016018306636155607
NN	.	0.11917916337805841
''	DT	0.0297029702970297
DT	,	0.0006045949214026602
RP	CC	0.016666666666666666
-NONE-	VBN	0.01317829457364341
VBZ	NNP	0.03275109170305677
VBZ	.	0.004366812227074236
NNS	-NONE-	0.036758563074352546
VB	CD	0.01762114537444934
DT	NNPS	0.0024183796856106408
DT	DT	0.003022974607013301
VBG	NNS	0.0967741935483871
CC	WP	0.002288329519450801
WRB	IN	0.05714285714285714
:	VBD	0.0603448275862069
-LRB-	$	0.14285714285714285
.	-RRB-	0.0012944983818770227
-NONE-	-RRB-	0.003875968992248062
JJ	.	0.02021018593371059
``	WRB	0.012658227848101266
VBD	NNP	0.02674591381872214
VBZ	CC	0.002183406113537118
,	VBN	0.02159827213822894
NNP	,	0.1294352823588206
-RRB-	.	0.1875
JJS	JJ	0.12195121951219512
,	WP$	0.0021598272138228943
PRP	MD	0.06284153005464481
,	RBR	0.0032397408207343412
VBG	NN	0.15412186379928317
.	</s>	0.4815533980582524
''	-LRB-	0.019801980198019802
NNS	VBD	0.08020050125313283
CC	VBD	0.06178489702517163
PRP$	NNS	0.19653179190751446
RBS	IN	0.16666666666666666
:	``	0.034482758620689655
IN	.	0.001004016064257028
VBG	.	0.021505376344086023
TO	NNS	0.027160493827160494
JJR	DT	0.03389830508474576
JJS	,	0.024390243902439025
JJR	,	0.03389830508474576
VBG	TO	0.043010752688172046
PRP$	JJS	0.023121387283236993
VBG	,	0.017921146953405017
NNS	PRP	0.000835421888053467
RB	WRB	0.0017730496453900709
WRB	VBZ	0.02857142857142857
NN	,	0.11207576953433307
VB	VBN	0.08370044052863436
''	WDT	0.019801980198019802
NN	''	0.0055248618784530384
VBG	$	0.007168458781362007
PRP	VB	0.00819672131147541
RB	VB	0.06914893617021277
EX	MD	0.13333333333333333
NNS	''	0.007518796992481203
NNS	,	0.11862990810359231
VBP	RBR	0.016
:	JJ	0.08620689655172414
VBD	VBN	0.09955423476968796
IN	CD	0.06375502008032129
WDT	-NONE-	0.8787878787878788
NNP	RB	0.0079960019990005
-NONE-	IN	0.1558139534883721
VBN	RB	0.022058823529411766
:	VBZ	0.008620689655172414
RP	CD	0.03333333333333333
NNP	PRP	0.0009995002498750624
PRP	JJR	0.00273224043715847
<s>	NNS	0.04875
VB	RB	0.02643171806167401
NNP	NNPS	0.005497251374312844
,	CC	0.06371490280777538
VBD	TO	0.022288261515601784
CC	$	0.013729977116704805
NN	WP	0.004735595895816891
VBP	CC	0.004
CC	VBG	0.029748283752860413
CD	CD	0.15229357798165138
JJS	NN	0.1951219512195122
RB	-NONE-	0.03900709219858156
<s>	RB	0.05125
WP	RB	0.017857142857142856
VBZ	PDT	0.002183406113537118
RP	-NONE-	0.1
NNP	MD	0.010494752623688156
POS	VBZ	0.005494505494505495
VBZ	``	0.010917030567685589
RBR	WRB	0.025
DT	''	0.0006045949214026602
VBG	''	0.0035842293906810036
VB	JJR	0.006607929515418502
DT	IN	0.010278113663845224
-NONE-	NNP	0.046511627906976744
TO	IN	0.0049382716049382715
-NONE-	''	0.0007751937984496124
WDT	VBD	0.015151515151515152
VBN	DT	0.056372549019607844
-NONE-	PRP$	0.006201550387596899
-NONE-	PRP	0.05426356589147287
VB	IN	0.0881057268722467
:	DT	0.1206896551724138
RB	TO	0.015957446808510637
VBZ	DT	0.12445414847161572
NNP	WDT	0.0004997501249375312
VBP	IN	0.092
DT	JJ	0.24123337363966144
<s>	-NONE-	0.01875
NNPS	POS	0.045454545454545456
-NONE-	RBS	0.0007751937984496124
CC	NNS	0.06407322654462243
VBD	CD	0.02674591381872214
NN	CC	0.03867403314917127
VB	VBD	0.0022026431718061676
CD	WDT	0.001834862385321101
WDT	VBZ	0.015151515151515152
-NONE-	$	0.0015503875968992248
NN	RBR	0.0003946329913180742
WP	NNS	0.017857142857142856
CD	:	0.007339449541284404
-NONE-	-NONE-	0.07984496124031008
VBG	RP	0.014336917562724014
DT	JJR	0.007255139056831923
JJ	NNP	0.029911075181891674
NN	IN	0.23954222573007103
''	VBZ	0.15346534653465346
WP	,	0.017857142857142856
NNS	VB	0.001670843776106934
VB	TO	0.01762114537444934
VBN	RP	0.00980392156862745
VBP	NNP	0.028
VBZ	VBD	0.002183406113537118
JJ	VBZ	0.0016168148746968471
WRB	JJ	0.11428571428571428
VBG	JJ	0.06810035842293907
PRP	JJ	0.01092896174863388
VBD	PRP$	0.019316493313521546
IN	WRB	0.0015060240963855422
NNP	VBP	0.00399800099950025
WRB	RP	0.02857142857142857
VBN	RBR	0.0024509803921568627
.	``	0.0006472491909385113
IN	``	0.009538152610441768
VBG	NNP	0.03942652329749104
NNPS	IN	0.13636363636363635
CD	VBN	0.001834862385321101
.	NNP	0.0012944983818770227
NN	NNP	0.008681925808997633
NNS	MD	0.020885547201336674
NN	FW	0.0003946329913180742
VB	:	0.0022026431718061676
PRP	VBG	0.00819672131147541
DT	FW	0.0006045949214026602
NNP	WP	0.0009995002498750624
NNP	VBZ	0.04897551224387806
NNP	-RRB-	0.0009995002498750624
VBN	NNS	0.03431372549019608
CC	-NONE-	0.011441647597254004
<s>	WRB	0.005
-LRB-	IN	0.21428571428571427
NNP	NNS	0.020989505247376312
NN	PRP$	0.0007892659826361484
POS	.	0.01098901098901099
DT	.	0.0018137847642079807
-NONE-	VBG	0.07286821705426356
VBP	NNS	0.028
JJ	$	0.002425222312045271
MD	RB	0.10638297872340426
VBD	$	0.005943536404160475
CC	VBZ	0.018306636155606407
DT	CD	0.020556227327690448
POS	JJ	0.1813186813186813
NNPS	,	0.045454545454545456
VB	RP	0.04185022026431718
JJS	CC	0.024390243902439025
-NONE-	:	0.005426356589147287
RBR	RB	0.2
-NONE-	RBR	0.0031007751937984496
PRP$	CD	0.03468208092485549
NNS	VBN	0.022556390977443608
WP$	NN	0.3333333333333333
VBD	UH	0.0014858841010401188
<s>	TO	0.00125
DT	VBN	0.006650544135429262
NNP	$	0.0004997501249375312
''	NN	0.034653465346534656
PRP	CC	0.00819672131147541
RB	$	0.0035460992907801418
VBP	-NONE-	0.148
JJ	RB	0.0032336297493936943
VBG	``	0.0035842293906810036
VBP	JJ	0.072
JJR	NNS	0.15254237288135594
:	.	0.017241379310344827
IN	RB	0.011546184738955823
NNS	-LRB-	0.003341687552213868
,	WP	0.01079913606911447
NNP	TO	0.0079960019990005
VBP	PRP	0.02
NNS	WP	0.01086048454469507
NNS	WDT	0.014202172096908938
WRB	RB	0.02857142857142857
,	TO	0.0032397408207343412
-NONE-	VB	0.010852713178294573
RB	CD	0.031914893617021274
JJ	IN	0.05739692805173808
NN	VB	0.0003946329913180742
IN	,	0.001004016064257028
NN	-NONE-	0.043409629044988164
<s>	NNPS	0.00125
<s>	JJS	0.00125
-NONE-	VBZ	0.03255813953488372
NNP	IN	0.04997501249375312
``	NNS	0.03164556962025317
NNPS	VBP	0.13636363636363635
,	VBZ	0.029157667386609073
PRP	RBR	0.00273224043715847
CD	,	0.07155963302752294
JJS	RB	0.07317073170731707
NNS	.	0.11445279866332497
POS	``	0.016483516483516484
EX	VBD	0.13333333333333333
IN	DT	0.3247991967871486
VBN	:	0.004901960784313725
VB	NNS	0.037444933920704845
RB	NNP	0.0017730496453900709
CC	WRB	0.002288329519450801
<s>	-LRB-	0.0025
RP	DT	0.3
CD	VBZ	0.003669724770642202
NNP	JJ	0.00849575212393803
IN	VBG	0.0030120481927710845
RB	DT	0.06914893617021277
``	VBP	0.0189873417721519
TO	$	0.037037037037037035
NNS	RBR	0.001670843776106934
JJ	CC	0.02021018593371059
TO	NNP	0.05925925925925926
``	-NONE-	0.0379746835443038
VBP	,	0.008
NNS	JJ	0.02172096908939014
VBP	RP	0.016
<s>	EX	0.00375
DT	RB	0.009068923821039904
JJ	:	0.005658852061438965
POS	NN	0.42857142857142855
CD	DT	0.003669724770642202
NNS	RB	0.02756892230576441
CC	RB	0.06407322654462243
JJR	NNP	0.01694915254237288
CC	DT	0.09839816933638444
NN	-LRB-	0.0003946329913180742
EX	VBP	0.13333333333333333
-NONE-	MD	0.005426356589147287
``	PRP$	0.012658227848101266
CC	EX	0.006864988558352402
TO	RB	0.007407407407407408
VBZ	IN	0.07205240174672489
VBZ	-NONE-	0.21615720524017468
NNS	CC	0.06098579782790309
JJ	VBP	0.0008084074373484236
:	WRB	0.008620689655172414
VBZ	TO	0.010917030567685589
CD	NNP	0.012844036697247707
VB	VBG	0.00881057268722467
VBP	WP	0.004
<s>	PRP$	0.00875
VBN	CC	0.0024509803921568627
CD	NN	0.1944954128440367
-NONE-	CC	0.008527131782945736
NN	VBP	0.004735595895816891
``	PRP	0.1518987341772152
:	CC	0.04310344827586207
<s>	NNP	0.175
WP	IN	0.017857142857142856
VBP	PRP$	0.004
IN	JJR	0.004016064257028112
NN	JJS	0.0003946329913180742
$	JJ	0.009345794392523364
CC	VB	0.032036613272311214
RB	VBP	0.03546099290780142
JJR	JJ	0.05084745762711865
-NONE-	NNS	0.006201550387596899
POS	NNS	0.13736263736263737
<s>	``	0.09
PRP	DT	0.00546448087431694
DT	PRP	0.0012091898428053204
NN	NNS	0.0824782951854775
VB	''	0.0022026431718061676
-NONE-	JJR	0.0007751937984496124
``	IN	0.04430379746835443
IN	NNS	0.0642570281124498
WRB	NNS	0.08571428571428572
RB	RBR	0.005319148936170213
``	VBD	0.006329113924050633
-NONE-	VBD	0.03565891472868217
DT	$	0.009673518742442563
RB	``	0.0017730496453900709
VBD	VB	0.005943536404160475
NN	RP	0.0003946329913180742
,	JJS	0.0010799136069114472
NNP	.	0.05647176411794103
VB	NN	0.06387665198237885
,	NNS	0.024838012958963283
NNP	POS	0.0544727636181909
CC	PRP	0.038901601830663615
NN	WDT	0.006314127861089187
JJ	,	0.03637833468067906
PRP$	``	0.005780346820809248
NNP	NNP	0.4062968515742129
TO	VB	0.6049382716049383
PRP	IN	0.03278688524590164
``	WP	0.02531645569620253
RP	RB	0.03333333333333333
NNP	CC	0.03798100949525238
RP	PRP$	0.08333333333333333
-NONE-	VBP	0.02558139534883721
VBZ	RB	0.12008733624454149
CD	JJR	0.001834862385321101
,	DT	0.17062634989200864
VBP	WRB	0.004
NNP	''	0.006496751624187906
''	RB	0.009900990099009901
VBZ	WP	0.002183406113537118
CD	CC	0.02018348623853211
VBZ	CD	0.017467248908296942
NNP	-NONE-	0.00399800099950025
CC	:	0.002288329519450801
CD	TO	0.005504587155963303
-RRB-	,	0.25
:	NNP	0.11206896551724138
PRP	NN	0.01092896174863388
''	VBP	0.0049504950495049506
<s>	NN	0.02375
:	IN	0.12931034482758622
TO	NN	0.02962962962962963
JJ	NNS	0.23524656426839127
PRP	NNP	0.00819672131147541
RBR	VBN	0.05
IN	-NONE-	0.030120481927710843
NNPS	:	0.09090909090909091
JJR	$	0.01694915254237288
VBD	VBG	0.017830609212481426
JJR	IN	0.3220338983050847
VBG	PRP$	0.035842293906810034
VBP	VBN	0.188
NNPS	CC	0.18181818181818182
JJR	NN	0.2542372881355932
VB	-NONE-	0.09030837004405286
,	PRP	0.035637149028077755
JJ	JJ	0.07033144704931285
RBR	IN	0.35
VBG	-RRB-	0.0035842293906810036
VBD	NN	0.041604754829123326
RB	MD	0.01773049645390071
IN	VBD	0.000502008032128514
<s>	DT	0.235
:	WP	0.017241379310344827
VBN	IN	0.06372549019607843
``	EX	0.02531645569620253
JJ	VBG	0.002425222312045271
PRP	RB	0.0546448087431694
VBD	RBR	0.004457652303120356
NNS	IN	0.2673350041771094
VBG	CD	0.017921146953405017
<s>	CD	0.00375
<s>	WDT	0.00125
<s>	WP	0.005
VBD	DT	0.12481426448736999
VBD	PRP	0.02526002971768202
IN	VBN	0.0025100401606425703
-LRB-	DT	0.14285714285714285
,	NNP	0.11879049676025918
RP	TO	0.016666666666666666
WRB	NNP	0.05714285714285714
RBR	DT	0.025
NN	:	0.01617995264404104
JJ	``	0.002425222312045271
,	NN	0.056155507559395246
PRP	VBZ	0.20218579234972678
VBP	CD	0.012
PRP	TO	0.030054644808743168
DT	NNP	0.12031438935912939
CD	NNS	0.1706422018348624
''	VBG	0.0049504950495049506
IN	NN	0.10843373493975904
``	</s>	0.006329113924050633
``	VB	0.006329113924050633
,	JJ	0.05183585313174946
TO	DT	0.12345679012345678
CD	.	0.03669724770642202
-NONE-	RP	0.003875968992248062
NNP	NN	0.04297851074462768
-NONE-	``	0.0015503875968992248
POS	CD	0.01098901098901099
DT	RBS	0.0024183796856106408
CD	VBD	0.009174311926605505
''	-NONE-	0.0049504950495049506
VB	RBR	0.00881057268722467
NNP	VBN	0.0009995002498750624
DT	``	0.006650544135429262
VB	VB	0.0022026431718061676
RB	,	0.08865248226950355
VBD	JJR	0.004457652303120356
VBN	.	0.0024509803921568627
''	CC	0.019801980198019802
CC	CD	0.018306636155606407
VBZ	NN	0.028384279475982533
VBG	DT	0.15770609318996415
:	</s>	0.05172413793103448
RB	PRP	0.0035460992907801418
NN	RB	0.01578531965272297
.	''	0.03365695792880259
NN	TO	0.017758484609313337
,	CD	0.03131749460043196
VBD	RB	0.07280832095096583
VBZ	PRP$	0.017467248908296942
NNS	JJR	0.002506265664160401
JJ	NN	0.4510913500404204
VBZ	VB	0.002183406113537118
PRP	WP	0.00546448087431694
VBG	:	0.0035842293906810036
IN	JJS	0.0050200803212851405
RB	NNS	0.008865248226950355
-NONE-	JJ	0.017054263565891473
-NONE-	RB	0.018604651162790697
NNS	DT	0.00835421888053467
NN	VBD	0.05011838989739542
VBZ	RP	0.010917030567685589
VBG	JJR	0.007168458781362007
``	MD	0.012658227848101266
DT	JJS	0.010882708585247884
DT	WP	0.0012091898428053204
VBP	DT	0.104
VBZ	VBG	0.056768558951965066
''	PRP	0.039603960396039604
IN	PDT	0.001004016064257028
WDT	PRP	0.045454545454545456
RB	NN	0.02127659574468085
VBD	RP	0.022288261515601784
NNPS	.	0.13636363636363635
CC	JJR	0.004576659038901602
<s>	PRP	0.07875
RBR	JJ	0.25
VBN	CD	0.004901960784313725
``	NNP	0.13291139240506328
VBN	``	0.007352941176470588
WP	VBZ	0.017857142857142856
WP$	NNS	0.3333333333333333
TO	PRP	0.007407407407407408
RBR	-NONE-	0.025
VBG	RB	0.06093189964157706
NNS	NNS	0.005847953216374269
NNS	WRB	0.002506265664160401
VB	NNP	0.04405286343612335
VB	PRP	0.04185022026431718
VBG	-NONE-	0.07526881720430108
NNP	VB	0.0009995002498750624
VBD	IN	0.11589895988112928
RB	WP	0.0017730496453900709
PRP	VBN	0.00273224043715847
NNS	:	0.01921470342522974
VBZ	WRB	0.002183406113537118
VBZ	NNS	0.013100436681222707
WDT	DT	0.030303030303030304
RBR	.	0.025
JJS	VBP	0.024390243902439025
VBG	VBN	0.021505376344086023
$	CD	0.9906542056074766
TO	JJ	0.027160493827160494
CC	WDT	0.002288329519450801
,	VB	0.0021598272138228943
NN	VBN	0.008287292817679558
VBN	JJR	0.0024509803921568627
RB	RB	0.08156028368794327
CC	JJS	0.006864988558352402
VBD	``	0.004457652303120356
,	PRP$	0.0032397408207343412
NNP	-LRB-	0.0004997501249375312
:	NNS	0.04310344827586207
IN	PRP$	0.035140562248995984
NN	VBZ	0.043409629044988164
JJR	CC	0.03389830508474576
JJ	RBR	0.0008084074373484236
VBP	TO	0.008
NNP	VBG	0.0014992503748125937
PRP$	VBN	0.005780346820809248
CC	TO	0.002288329519450801
PRP	,	0.02459016393442623
-LRB-	NNP	0.35714285714285715
PRP	VBD	0.31693989071038253
RP	JJ	0.05
JJR	TO	0.05084745762711865
VBZ	,	0.006550218340611353
PRP	VBP	0.13387978142076504
NNP	VBD	0.06646676661669165
-NONE-	WRB	0.0015503875968992248
CC	NNP	0.16475972540045766
UH	IN	1.0
PRP$	NNP	0.04046242774566474
WP	PRP	0.05357142857142857
VB	$	0.011013215859030838
CC	MD	0.004576659038901602
-RRB-	IN	0.125
IN	TO	0.001004016064257028
VB	``	0.004405286343612335
DT	NNS	0.07920193470374849
''	NNS	0.009900990099009901
CD	RB	0.001834862385321101
POS	JJS	0.016483516483516484
JJS	DT	0.024390243902439025
PRP	.	0.02459016393442623
,	``	0.012958963282937365
NNS	POS	0.013366750208855471
RB	VBG	0.028368794326241134
VBP	JJR	0.004
``	VBG	0.012658227848101266
NN	VBG	0.0055248618784530384
VB	JJ	0.08149779735682819
JJ	WRB	0.0016168148746968471
DT	VBG	0.010278113663845224
NNS	VBZ	0.00835421888053467
RB	CC	0.010638297872340425
``	NN	0.0949367088607595
CD	IN	0.05321100917431193
-NONE-	EX	0.002325581395348837
RB	IN	0.12943262411347517
:	WDT	0.008620689655172414
POS	NNP	0.15934065934065933
NN	DT	0.003946329913180742
IN	IN	0.01857429718875502
DT	VBD	0.0012091898428053204
JJS	NNS	0.1951219512195122
JJ	''	0.002425222312045271
JJ	DT	0.0032336297493936943
IN	PRP	0.0286144578313253
NN	CD	0.0027624309392265192
CC	JJ	0.10755148741418764
JJ	JJR	0.0008084074373484236
VBN	JJ	0.03676470588235294
:	MD	0.017241379310344827
DT	MD	0.0012091898428053204
VBD	NNS	0.022288261515601784
POS	-RRB-	0.005494505494505495
,	EX	0.0021598272138228943
<s>	JJ	0.035
RB	:	0.005319148936170213
PDT	DT	1.0
``	VBZ	0.006329113924050633
:	-NONE-	0.017241379310344827
<s>	RBR	0.00125
CD	JJ	0.044036697247706424
VBN	NNP	0.012254901960784314
NN	NN	0.1148382004735596
POS	VBG	0.016483516483516484
WP	DT	0.03571428571428571
NN	MD	0.014601420678768745
VBZ	JJR	0.004366812227074236
NNP	DT	0.0024987506246876563
<s>	CC	0.055
WP$	JJ	0.3333333333333333
RB	VBD	0.06560283687943262
NN	-RRB-	0.0007892659826361484
,	VBD	0.06587473002159827
PRP	RP	0.00546448087431694
,	''	0.06371490280777538
VBN	TO	0.012254901960784314
VBZ	:	0.008733624454148471
CC	NN	0.13272311212814644
JJR	CD	0.01694915254237288
FW	VBZ	0.5
RBR	,	0.025
''	NNP	0.0594059405940594
NNP	CD	0.012993503248375811
